o,p,s
http://www.phenome-fppn.fr/diaphen/2018/o18000246,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000246,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000246,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg318
http://www.phenome-fppn.fr/diaphen/2018/o18000246,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,246/DZ_PG_66/ZM4391/WD1/2/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000246,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000246,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,2
http://www.phenome-fppn.fr/diaphen/2018/o18000247,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000247,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000247,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg128
http://www.phenome-fppn.fr/diaphen/2018/o18000247,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,247/DZ_PG_23/ZM4388/WD1/2/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000247,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000247,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,2
http://www.phenome-fppn.fr/diaphen/2018/o18000248,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000248,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000248,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg103
http://www.phenome-fppn.fr/diaphen/2018/o18000248,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,248/DZ_PG_27/ZM4354/WD1/2/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000248,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000248,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,2
http://www.phenome-fppn.fr/diaphen/2018/o18000249,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000249,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000249,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg303
http://www.phenome-fppn.fr/diaphen/2018/o18000249,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,249/DZ_PG_62/ZM4393/WD1/2/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000249,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000249,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,2
http://www.phenome-fppn.fr/diaphen/2018/o18000250,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000250,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000250,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg089
http://www.phenome-fppn.fr/diaphen/2018/o18000250,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,250/DZ_PG_13/ZM4379/WD1/2/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000250,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000250,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,2
http://www.phenome-fppn.fr/diaphen/2018/o18000251,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000251,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000251,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg109
http://www.phenome-fppn.fr/diaphen/2018/o18000251,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,251/DZ_PG_16/ZM4359/WD1/2/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000251,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000251,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,2
http://www.phenome-fppn.fr/diaphen/2018/o18000252,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000252,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000252,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg155
http://www.phenome-fppn.fr/diaphen/2018/o18000252,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,252/DZ_PG_32/ZM4352/WD1/2/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000252,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000252,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,2
http://www.phenome-fppn.fr/diaphen/2018/o18000253,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000253,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000253,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg169
http://www.phenome-fppn.fr/diaphen/2018/o18000253,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,253/DZ_PG_77/ZM4452/WD1/2/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000253,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000253,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,2
http://www.phenome-fppn.fr/diaphen/2018/o18000254,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000254,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000254,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg303
http://www.phenome-fppn.fr/diaphen/2018/o18000254,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,254/DZ_PG_62/ZM4393/WD1/2/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000254,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000254,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,2
http://www.phenome-fppn.fr/diaphen/2018/o18000255,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000255,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000255,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg007
http://www.phenome-fppn.fr/diaphen/2018/o18000255,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,255/DZ_PG_02/ZM4356/WD1/2/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000255,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000255,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,2
http://www.phenome-fppn.fr/diaphen/2018/o18000256,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000256,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000256,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg063
http://www.phenome-fppn.fr/diaphen/2018/o18000256,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,256/DZ_PG_08/ZM4343/WD1/2/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000256,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000256,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,2
http://www.phenome-fppn.fr/diaphen/2018/o18000257,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000257,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000257,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg310
http://www.phenome-fppn.fr/diaphen/2018/o18000257,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,257/DZ_PG_67/ZM4394/WD1/2/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000257,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000257,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,2
http://www.phenome-fppn.fr/diaphen/2018/o18000258,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000258,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000258,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg176
http://www.phenome-fppn.fr/diaphen/2018/o18000258,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,258/DZ_PG_40/ZM4390/WD1/2/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000258,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000258,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,2
http://www.phenome-fppn.fr/diaphen/2018/o18000259,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000259,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000259,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg062
http://www.phenome-fppn.fr/diaphen/2018/o18000259,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,259/DZ_PG_07/ZM4351/WD1/2/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000259,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000259,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,2
http://www.phenome-fppn.fr/diaphen/2018/o18000260,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000260,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000260,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg310
http://www.phenome-fppn.fr/diaphen/2018/o18000260,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,260/DZ_PG_67/ZM4394/WD1/2/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000260,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000260,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,2
http://www.phenome-fppn.fr/diaphen/2018/o18000261,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000261,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000261,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg234
http://www.phenome-fppn.fr/diaphen/2018/o18000261,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,261/DZ_PG_51/ZM4350/WD2/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000261,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD2
http://www.phenome-fppn.fr/diaphen/2018/o18000261,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000262,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000262,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000262,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg063
http://www.phenome-fppn.fr/diaphen/2018/o18000262,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,262/DZ_PG_08/ZM4343/WD2/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000262,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD2
http://www.phenome-fppn.fr/diaphen/2018/o18000262,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000263,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000263,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000263,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg310
http://www.phenome-fppn.fr/diaphen/2018/o18000263,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,263/DZ_PG_67/ZM4394/WD2/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000263,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD2
http://www.phenome-fppn.fr/diaphen/2018/o18000263,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000264,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000264,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000264,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg188
http://www.phenome-fppn.fr/diaphen/2018/o18000264,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,264/DZ_PG_43/ZM4380/WD2/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000264,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD2
http://www.phenome-fppn.fr/diaphen/2018/o18000264,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000265,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000265,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000265,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg004
http://www.phenome-fppn.fr/diaphen/2018/o18000265,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,265/DZ_PG_01/ZM4381/WD2/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000265,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD2
http://www.phenome-fppn.fr/diaphen/2018/o18000265,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000266,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000266,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000266,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg318
http://www.phenome-fppn.fr/diaphen/2018/o18000266,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,266/DZ_PG_66/ZM4391/WD2/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000266,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD2
http://www.phenome-fppn.fr/diaphen/2018/o18000266,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000267,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000267,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000267,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg312
http://www.phenome-fppn.fr/diaphen/2018/o18000267,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,267/DZ_PG_69/ZM4396/WD2/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000267,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD2
http://www.phenome-fppn.fr/diaphen/2018/o18000267,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000268,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000268,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000268,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg303
http://www.phenome-fppn.fr/diaphen/2018/o18000268,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,268/DZ_PG_62/ZM4393/WD2/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000268,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD2
http://www.phenome-fppn.fr/diaphen/2018/o18000268,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000269,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000269,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000269,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg321
http://www.phenome-fppn.fr/diaphen/2018/o18000269,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,269/DZ_PG_04/ZM4366/WD2/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000269,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD2
http://www.phenome-fppn.fr/diaphen/2018/o18000269,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000270,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000270,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000270,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg216
http://www.phenome-fppn.fr/diaphen/2018/o18000270,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,270/DZ_PG_48/ZM4421/WD2/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000270,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD2
